,ProjectId,UserName,IsRemix,Number,Abst,Para,Logi,Sync,Flow,User,Data,CTScore
5440,278383803,28jferguson,0,1,2,0,0,1,2,2,1,8
5441,281767577,28jferguson,1,2,1,0,0,0,1,2,1,5
5442,281772990,28jferguson,1,3,1,3,3,3,2,2,2,16
5443,288272359,28jferguson,1,4,3,3,3,3,3,2,3,20
5444,288322752,28jferguson,1,5,3,3,3,3,2,2,2,18
5445,288856123,28jferguson,1,6,3,3,0,2,3,1,2,14
5446,290797627,28jferguson,1,7,3,1,2,2,3,2,3,16
5447,306100676,28jferguson,0,8,1,0,0,0,1,2,1,5
5448,307982254,28jferguson,1,9,3,3,3,2,3,2,2,18
5449,307982728,28jferguson,1,10,3,3,3,2,2,1,2,16
5450,307983158,28jferguson,1,11,1,3,3,3,3,2,2,17
5451,309986725,28jferguson,1,12,3,3,3,3,2,2,2,18
5452,309989445,28jferguson,1,13,3,3,3,3,3,2,3,20
5453,310968360,28jferguson,1,14,1,2,0,0,2,2,1,8
5454,310968802,28jferguson,1,15,0,0,0,0,2,1,0,3
5455,310969702,28jferguson,0,16,1,0,0,0,1,2,1,5
5456,310970259,28jferguson,0,17,2,2,0,0,1,2,2,9
5457,342941174,28jferguson,0,18,1,1,1,0,2,2,2,9
5458,342951499,28jferguson,1,19,1,3,0,2,2,1,1,10
5459,354652300,28jferguson,1,20,3,3,0,3,2,1,1,13
