,ProjectId,UserName,IsRemix,Number,Abst,Para,Logi,Sync,Flow,User,Data,CTScore
47880,278763934,Ronaldo17709,0,1,1,2,2,0,1,2,1,9
47881,280969581,Ronaldo17709,0,2,1,2,0,0,1,2,1,7
47882,280973039,Ronaldo17709,0,3,1,2,0,0,1,2,1,7
47883,281709078,Ronaldo17709,0,4,1,2,0,0,1,2,1,7
47884,281851380,Ronaldo17709,0,5,1,2,0,0,1,2,1,7
47885,282021200,Ronaldo17709,0,6,1,2,0,0,1,2,1,7
47886,282170161,Ronaldo17709,0,7,1,2,0,0,1,2,1,7
47887,282411716,Ronaldo17709,0,8,1,0,0,0,1,2,1,5
47888,282413892,Ronaldo17709,0,9,1,2,0,0,1,2,1,7
47889,282415316,Ronaldo17709,0,10,1,0,0,0,1,2,1,5
47890,282433279,Ronaldo17709,0,11,1,2,0,0,1,2,1,7
47891,282869120,Ronaldo17709,0,12,1,2,0,0,1,2,1,7
47892,283057457,Ronaldo17709,0,13,1,2,0,0,1,2,1,7
47893,283469095,Ronaldo17709,0,14,1,2,0,0,1,2,1,7
47894,283473391,Ronaldo17709,0,15,1,2,1,0,1,2,1,8
47895,284155850,Ronaldo17709,0,16,1,2,1,0,1,2,1,8
47896,284481589,Ronaldo17709,0,17,1,3,0,3,1,2,1,11
47897,306168201,Ronaldo17709,0,18,1,2,0,1,1,2,1,8
47898,311239046,Ronaldo17709,0,19,1,2,0,1,1,2,1,8
47899,311244879,Ronaldo17709,0,20,1,2,0,1,1,2,1,8
