,ProjectId,UserName,IsRemix,Number,Abst,Para,Logi,Sync,Flow,User,Data,CTScore
16600,284222983,Carrillo_Bryan,0,1,1,1,0,1,1,1,0,5
16601,284422398,Carrillo_Bryan,0,2,1,1,0,0,2,1,1,6
16602,284499349,Carrillo_Bryan,0,3,0,0,0,1,1,2,1,5
16603,284796714,Carrillo_Bryan,0,4,0,0,0,0,2,1,1,4
16604,285101308,Carrillo_Bryan,0,5,1,2,1,1,2,2,1,10
16605,285408535,Carrillo_Bryan,1,6,1,2,0,1,1,2,1,8
16606,285962221,Carrillo_Bryan,0,7,1,0,0,2,1,1,0,5
16607,286537776,Carrillo_Bryan,0,8,3,2,3,0,3,2,2,15
16608,287739565,Carrillo_Bryan,0,9,0,0,1,1,2,1,2,7
16609,287741756,Carrillo_Bryan,0,10,1,3,0,2,1,1,2,10
16610,288440983,Carrillo_Bryan,0,11,1,1,1,2,3,1,2,11
16611,289125242,Carrillo_Bryan,0,12,0,0,0,0,1,2,2,5
16612,289127236,Carrillo_Bryan,0,13,1,2,1,1,3,2,2,12
16613,289543318,Carrillo_Bryan,0,14,0,0,1,0,3,2,2,8
16614,290099830,Carrillo_Bryan,0,15,1,1,0,2,1,1,1,7
16615,290101669,Carrillo_Bryan,0,16,1,1,0,2,1,1,1,7
16616,291039659,Carrillo_Bryan,0,17,0,0,1,0,1,1,0,3
16617,291685818,Carrillo_Bryan,0,18,0,0,2,1,1,2,2,8
16618,293126155,Carrillo_Bryan,0,19,1,1,1,2,2,1,2,10
16619,293590302,Carrillo_Bryan,0,20,0,0,0,0,0,0,0,0
