,ProjectId,UserName,IsRemix,Number,Abst,Para,Logi,Sync,Flow,User,Data,CTScore
62960,279991682,annhi2010,0,1,1,1,0,1,2,1,1,7
62961,280227759,annhi2010,0,2,1,1,0,1,2,1,1,7
62962,280229969,annhi2010,0,3,1,1,0,1,2,1,1,7
62963,280612757,annhi2010,0,4,1,1,0,2,2,1,1,8
62964,280835545,annhi2010,0,5,1,1,0,3,1,1,1,8
62965,281515481,annhi2010,0,6,1,2,0,2,2,2,1,10
62966,283140332,annhi2010,0,7,1,1,0,1,2,1,1,7
62967,288042139,annhi2010,0,8,1,1,1,2,2,2,2,11
62968,291319328,annhi2010,0,9,1,1,1,2,2,2,1,10
62969,291577022,annhi2010,0,10,1,1,2,1,2,2,1,10
62970,291956505,annhi2010,0,11,1,1,2,2,2,2,1,11
62971,295384093,annhi2010,0,12,1,3,2,3,2,2,1,14
62972,320245128,annhi2010,1,13,1,2,2,0,2,2,1,10
62973,323183311,annhi2010,1,14,3,3,3,3,3,2,2,19
62974,324169995,annhi2010,1,15,1,3,3,3,2,2,2,16
62975,328935188,annhi2010,0,16,3,3,3,2,3,2,2,18
62976,334335606,annhi2010,0,17,3,1,1,1,2,2,2,12
62977,337647281,annhi2010,0,18,3,1,1,2,2,2,2,13
62978,339565609,annhi2010,0,19,1,2,2,0,2,2,2,11
62979,340195017,annhi2010,0,20,1,1,0,2,1,2,1,8
